,question,answer,multiple_answer,can_answer
507,The country of citizenship of Alain Robert is?,France,False,True
508,The country of citizenship of Alan Bond is?,Australia,False,True
509,The native language of Alan García is?,Spanish,False,True
510,The religion of Alan García is?,Catholicism,False,False
511,The native language of Alan Hale is?,English,False,True
512,The genre of Alan Hollinghurst is?,poetry,False,False
513,The instrument of Alan Menken is?,piano,False,True
514,The native language of Alan Moore is?,English,False,True
515,The country of citizenship of Alan Moorehead is?,Australia,False,True
516,The instrument of Alan Osmond is?,"['saxophone', 'guitar']",True,
517,The record label of Alan Parsons is?,EMI,False,False
518,The religion of Alan Tam is?,Buddhism,False,False
519,The country of citizenship of Alan Young is?,Canada,False,True
520,The country of citizenship of Alanis Morissette is?,Canada,False,True
521,The instrument of Alanis Morissette is?,"['piano', 'guitar']",True,
522,The religion of Alanis Morissette is?,Buddhism,False,False
523,The original country of Alarm für Cobra 11 – Die Autobahnpolizei is?,Germany,False,True
524,The language of Alarm für Cobra 11 – Die Autobahnpolizei is?,German,False,True
525,The language of Alarm für Cobra 11 – Die Autobahnpolizei is?,German,False,True
526,The official language of Alaska is?,English,False,True
527,The noble title of Alauddin Khalji is?,sultan,False,True
528,The country of citizenship of Alban Berg is?,Austria,False,True
529,The genre of Alban Berg is?,opera,False,False
530,The capital of Albania is?,Tirana,False,True
531,The emergency phone number of Albania is?,112,False,True
532,The ethnic group of Albania is?,Albanians,False,False
533,The language used in Albania is?,"['Greek', 'Albanian']",True,
534,The official language of Albania is?,Albanian,False,True
535,Albania shares a border with?,"['Kosovo', 'Montenegro', 'Greece']",True,
536,"The languages spoken, written or signed by Alberico Gentili is?",Italian,False,True
537,Albert Anastasia convicted of?,murder,False,True
538,The genre of Albert Ayler is?,jazz,False,True
539,The country of citizenship of Albert Bassermann is?,Germany,False,True
540,The native language of Albert Brooks is?,English,False,True
541,The country of citizenship of Albert Camus is?,France,False,True
542,The native language of Albert Camus is?,French,False,True
543,The country of Albert Canal is?,Belgium,False,False
544,The country of citizenship of Albert Einstein is?,Switzerland,False,False
545,The native language of Albert Einstein is?,German,False,True
546,The country of citizenship of Albert Fert is?,France,False,True
547,Albert Fish convicted of?,murder,False,True
548,The native language of Albert Gallatin is?,French,False,True
549,The team position of Albert Goodwill Spalding is?,pitcher,False,False
550,The sport played by Albert Goodwill Spalding is?,baseball,False,True
551,The country of citizenship of Albert Hague is?,Germany,False,True
552,"The languages spoken, written or signed by Albert I of Belgium is?",French,False,True
553,"The country of citizenship of Albert I, Prince of Monaco is?",France,False,False
554,"The languages spoken, written or signed by Albert I, Prince of Monaco is?",French,False,True
555,"The languages spoken, written or signed by Albert II, Prince of Monaco is?",French,False,True
556,The country of citizenship of Albert Speer is?,Germany,False,True
557,The eye color of Albert Speer is?,brown,False,True
558,The country of citizenship of Albert Uderzo is?,France,False,True
559,"The languages spoken, written or signed by Albert, Duke in Prussia is?",German,False,True
560,The capital of Alberta is?,Edmonton,False,True
561,The official language of Alberta is?,English,False,True
562,The public holiday of Alberta is?,Thanksgiving,False,False
563,Alberta shares a border with?,"['Montana', 'Saskatchewan']",True,
564,The country of citizenship of Alberto Ascari is?,Italy,False,True
565,"The languages spoken, written or signed by Alberto Ascari is?",Italian,False,True
566,The country of citizenship of Alberto Dines is?,Brazil,False,True
567,The native language of Alberto Dines is?,Portuguese,False,True
568,Alberto Fujimori convicted of?,"['bribery', 'murder']",True,
569,The country of citizenship of Alberto Fujimori is?,"['Japan', 'Peru']",True,
570,The native language of Alberto Fujimori is?,Spanish,False,False
571,The country of citizenship of Alberto Giacometti is?,"['France', 'Switzerland']",True,
572,The native language of Alberto Giacometti is?,Italian,False,True
573,The country of citizenship of Alberto Lleras Camargo is?,Colombia,False,True
574,The country of citizenship of Alberto Moravia is?,Italy,False,True
575,The country of citizenship of Alberto Santos-Dumont is?,Brazil,False,True
576,The country of citizenship of Alberto Sordi is?,Italy,False,True
577,The country of Albigensian Crusade is?,France,False,True
578,The country of Alborz Province is?,Iran,False,True
579,The office held by head of government of Alborz Province is?,governor,False,True
580,The country of citizenship of Albrecht von Haller is?,Switzerland,False,True
581,The country of citizenship of Albrecht von Roon is?,Germany,False,True
582,The country of citizenship of Albrecht von Wallenstein is?,Germany,False,False
583,The country of Alcalá de Henares is?,Spain,False,True
584,The official language of Alcalá de Henares is?,Spanish,False,True
585,The country of citizenship of Alcide De Gasperi is?,Italy,False,True
586,The native language of Alcide De Gasperi is?,Italian,False,True
587,The country of citizenship of Alcides Escobar is?,Venezuela,False,False
588,The country of Alcántara Bridge is?,Spain,False,False
589,The material used in Alcántara Bridge is?,stone,False,False
590,The country of citizenship of Aldo Moro is?,Italy,False,True
591,The religion of Aldo Moro is?,Catholicism,False,True
592,The country of citizenship of Aldo Nadi is?,Italy,False,True
593,The country of citizenship of Aldo Rossi is?,Italy,False,True
594,Aldrich Ames convicted of?,espionage,False,True
595,The blood type of Alec Baldwin is?,O,False,True
596,The country of citizenship of Aledmys Díaz is?,Cuba,False,True
597,The country of citizenship of Alejandro González Iñárritu is?,"['Spain', 'Mexico']",True,
598,The country of citizenship of Alejandro Rey is?,Argentina,False,True
599,The country of citizenship of Alejandro Sanz is?,Spain,False,True
600,The instrument of Alejandro Sanz is?,guitar,False,True
601,The voice type of Alejandro Sanz is?,tenor,False,True
602,The country of citizenship of Alejandro Villanueva is?,Spain,False,False
603,The country of citizenship of Aleksander Kwaśniewski is?,Poland,False,True
604,The native language of Aleksandr Lyapunov is?,Russian,False,True
605,The country for sport played by Aleksandr Medved is?,Belarus,False,False
606,The country of citizenship of Aleksandr Medved is?,Belarus,False,False
607,The country of citizenship of Aleksandr Solzhenitsyn is?,Russia,False,True
608,The native language of Aleksandr Solzhenitsyn is?,Russian,False,True
609,The country of citizenship of Aleksandr Vasilevsky is?,Russia,False,True
610,The military rank of Aleksandr Vasilevsky is?,colonel,False,False
611,The country of citizenship of Aleksandr Zakharchenko is?,Ukraine,False,True
612,The religion of Aleksandr Zakharchenko is?,Christianity,False,False
613,The ethnic group of Aleksey Konstantinovich Tolstoy is?,Russians,False,False
614,Aleksey Konstantinovich Tolstoy writing languages?,Russian,False,True
615,The ethnic group of Aleksey Nikolayevich Tolstoy is?,Russians,False,False
616,Aleksey Nikolayevich Tolstoy writing languages?,Russian,False,True
617,The country of Aleppo is?,Syria,False,True
618,The official language of Aleppo is?,Arabic,False,True
619,The country of citizenship of Alessandra Ferri is?,Italy,False,True
620,"The languages spoken, written or signed by Alessandra Ferri is?",Italian,False,True
621,The place of birth of Alessandra Ferri is?,Milan,False,False
622,The country of citizenship of Alessio Figalli is?,Italy,False,True
623,The country of Aletsch Glacier is?,Switzerland,False,True
624,The native language of Aletta Jacobs is?,Dutch,False,True
625,The religion of Aletta Jacobs is?,Judaism,False,False
626,Aleutian Islands is located in?,Alaska,False,True
627,The sport played by Alex English is?,basketball,False,True
628,The country for sport played by Alex Ferguson is?,Scotland,False,True
629,The native language of Alex Ferguson is?,English,False,True
630,The team position of Alex Ferguson is?,forward,False,False
631,The instrument of Alex Goot is?,"['piano', 'guitar']",True,
632,The sport played by Alex Groza is?,basketball,False,True
633,The religion of Alex Jones is?,Christianity,False,False
634,The instrument of Alex Lambert is?,"['guitar', 'piano']",True,
635,The eye color of Alex Meneses is?,brown,False,True
636,The native language of Alex Trebek is?,English,False,True
637,The instrument of Alex Wolff is?,guitar,False,True
638,The family name of Alex gey Rodríguez is?,Rodriguez,False,False
639,The country of citizenship of Alexa Davalos is?,France,False,False
640,The instrument of Alexa Ray Joel is?,piano,False,True
641,The religion of Alexa Vega is?,Christianity,False,False
642,The academic degree of Alexander Alekhine is?,doctorate,False,False
643,The country for sport played by Alexander Alekhine is?,"['France', 'Russia']",True,
644,The sport played by Alexander Alekhine is?,chess,False,True
645,The country of citizenship of Alexander Archipenko is?,Ukraine,False,True
646,The native language of Alexander Archipenko is?,Russian,False,False
647,The native language of Alexander Borodin is?,Russian,False,True
648,The sport played by Alexander Cartwright is?,baseball,False,True
649,The country of citizenship of Alexander Dubček is?,Czechoslovakia,False,False
650,The country of citizenship of Alexander Glazunov is?,Russia,False,True
651,The country of citizenship of Alexander Gomelsky is?,Russia,False,True
652,The sport played by Alexander Gomelsky is?,basketball,False,True
653,The native language of Alexander Graham Bell is?,English,False,True
654,The country of citizenship of Alexander Grin is?,Russia,False,True
655,The native language of Alexander Grin is?,Russian,False,True
656,The native language of Alexander H. Stephens is?,English,False,True
657,The military rank of Alexander I of Russia is?,marshal,False,False
658,The residence of Alexander I of Yugoslavia is?,Belgrade,False,True
659,The military rank of Alexander III of Russia is?,colonel,False,False
660,The native language of Alexander III of Russia is?,Russian,False,True
661,The country of citizenship of Alexander IV of Macedon is?,Macedonia,False,True
662,The continent of Alexander Island is?,Antarctica,False,False
663,The country for sport played by Alexander Karelin is?,Russia,False,True
664,The country of citizenship of Alexander Karelin is?,Russia,False,True
665,The native language of Alexander Kerensky is?,Russian,False,True
666,The military rank of Alexander Kolchak is?,admiral,False,True
667,The native language of Alexander Kolchak is?,Russian,False,True
668,The country of citizenship of Alexander Litvinenko is?,Russia,False,True
669,The religion of Alexander Litvinenko is?,Islam,False,False
670,The country of citizenship of Alexander Lukashenko is?,Belarus,False,True
671,The native language of Alexander McQueen is?,English,False,True
672,The work location of Alexander McQueen is?,London,False,True
673,The country for sport played by Alexander Ovechkin is?,Russia,False,True
674,The country of citizenship of Alexander Ovechkin is?,Russia,False,True
675,The country of citizenship of Alexander Prokhorov is?,Russia,False,True
676,The native language of Alexander Pushkin is?,Russian,False,True
677,The country of citizenship of Alexander Rodchenko is?,Russia,False,True
678,The native language of Alexander Rodchenko is?,Russian,False,True
679,The country of citizenship of Alexander Rutskoy is?,Russia,False,True
680,The country of citizenship of Alexander Selkirk is?,Scotland,False,True
681,The military branch of Alexander Suvorov is?,infantry,False,False
682,The military rank of Alexander Suvorov is?,colonel,False,False
683,The native language of Alexander Woollcott is?,English,False,True
684,The country of citizenship of Alexander the Great is?,Macedonia,False,True
685,Alexander the Great influenced by?,Aristotle,False,True
686,The country of citizenship of Alexander von Humboldt is?,Germany,False,True
687,The eye color of Alexandra Daddario is?,blue,False,True
688,The native language of Alexandra Daddario is?,English,False,True
689,"The languages spoken, written or signed by Alexandra Feodorovna is?",Russian,False,True
690,The voice type of Alexandra Silber is?,soprano,False,True
691,The country of citizenship of Alexandre Brongniart is?,France,False,True
